Region Name,Region Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
"Lamongan, Kab.",IDN_Lamongan_Kab_18081,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,67.09,..,..,68.14,..,59.92,..,..,35.23,..,..,13.50211,..,..,..
"Lamongan, Kab.",IDN_Lamongan_Kab_18081,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,0.42,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Human Development Index,IDX.HDI,..,..,..,..,65.75307,66.00267,66.7814,67.74377,68.21165,..,..,69.72,..,70.37,..
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Morbidity Rate (in %),SH.MORB.ZS,17.89991,14.93732,17.14519,14.48753,13.49663,22.67724,36.92686,29.94817,27.65066,30.76971,24.26102,24.06479,22.7249622344971,19.8102116584778,..
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,91.23,93.73,92.15,91.85,96.02,90.12,95.51,96.78,98.35,98.4,97.62,93.67,93.2,94.819267,96.68
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,59.1,63.29,55.46,58.56,55.54,62.34,68.97,70.61,55.29,55.03,70.1,72.64,69.3,72.409019,75.58
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,24.47,28.93,36.02,35.02,39.98,35.53,35.76,38.67,45.69,46.18,35.95,50.54,46.55,52.259739,55.05
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Number of hospitals,SH.HOSP.TOTL,1,..,..,1,..,2,..,..,..,..,..,1,..,..,..
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Number of Doctors,SH.DR.TOTL,..,..,..,50,..,35,..,..,27,..,..,45,..,..,..
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,228,..,152,..,..,194,..,..,234,..,..,..
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,55,..,..,68,..,77,..,..,..,..,..,73,..,..,..
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,109,..,..,94,..,50,..,..,44,..,..,13,..,..,..
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Number of schools at junior secondary level,SE.SCHL.JRSEC,52,..,..,58,..,76,..,..,26,..,..,117,..,..,..
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Number of schools at primary level,SE.SCHL.PRM,324,..,..,317,..,336,..,..,122,..,..,354,..,..,..
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,17,..,..,23,..,34,..,..,..,..,..,50,..,..,..
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Poverty Line (in IDR),SI.POV.NAPL,..,..,..,..,..,127434,145265,156280,171768,211568,237660,269670,291106,310126,320724
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,22.51,21.4,21.66,23.97,23,24.77,21.74,19.13,17.12,15.99,15.13,13.96,13.7
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Poverty Gap (index),SI.POV.NGAP,..,..,3.29,2.95,2.95,4.75,4.06,4.09,4.43,3.75,2.6,2.95,2.41,1.76,1.82
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Total Population (in number of people),SP.POP.TOTL,365999,372167,377298,382706,384245,391640,378987,381439,383818,401095,419037,425224,429903,434517,..
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,49.12,..,..,58.48,..,51.72,..,..,51.24,..,..,57.87402,..,..,..
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,26.32,..,..,16.96,..,22.41,..,..,21.39,..,..,18.89764,..,..,..
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,22.81,..,..,23.39,..,23.56,..,..,26.37,..,..,23.22835,..,..,..
"Lampung Barat, Kab.",IDN_Lampung_Barat_Kab_73771,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,1.75,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Human Development Index,IDX.HDI,..,..,..,..,66.53,67.20089,67.75674,68.39396,68.79047,..,..,70.53,..,71.25,..
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Morbidity Rate (in %),SH.MORB.ZS,22.66017,20.28202,23.15877,17.96913,24.83955,29.44042,29.74226,29.91942,31.66481,37.81353,27.4593,27.96653,25.1115471124649,23.5209926962852,..
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,92.6,92.33,92.64,93.45,92.46,89.58,94.75,95.65,96.22,97.11,94.83,89.41,95.22,96.989876,97.27
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,53.17,57.64,64.27,60.37,61.26,57.82,63.53,70.28,67.21,67.56,75.53,59.73,70.05,75.570534,78.36
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,21.91,35.03,22.5,33.21,32.02,38.41,39.74,41.18,43.76,45,46.98,41.3,41.63,53.803452,57
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Number of hospitals,SH.HOSP.TOTL,2,..,..,4,..,2,..,..,..,..,..,2,..,..,..
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Number of Doctors,SH.DR.TOTL,..,..,..,75,..,80,..,..,28,..,..,59,..,..,..
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,417,..,357,..,..,331,..,..,438,..,..,..
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,139,..,..,148,..,140,..,..,..,..,..,98,..,..,..
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,182,..,..,112,..,105,..,..,38,..,..,14,..,..,..
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Number of schools at junior secondary level,SE.SCHL.JRSEC,252,..,..,250,..,258,..,..,55,..,..,225,..,..,..
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Number of schools at primary level,SE.SCHL.PRM,966,..,..,963,..,973,..,..,281,..,..,601,..,..,..
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,79,..,..,60,..,114,..,..,13,..,..,116,..,..,..
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Poverty Line (in IDR),SI.POV.NAPL,..,..,..,..,..,136111,147772,154976,186242,202179,227113,256153,274401,295601,307546
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,30.37,28.41,28.49,26.28,22,26.94,24.72,22.83,20.61,19.23,18.19,17.09,16.77
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Poverty Gap (index),SI.POV.NGAP,..,..,5.11,6.28,6.23,5.7,3.22,5.16,5.6,4.57,3.41,2.98,3.06,2.77,2.14
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Total Population (in number of people),SP.POP.TOTL,1133180,1142435,1162708,1177505,1201075,1214481,1308315,1341258,1374716,943885,912490,927629,939390,950844,..
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,54,..,..,52.73,..,53.19,..,..,61.75,..,..,62,..,..,..
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,18.57,..,..,22.68,..,18.09,..,..,26.29,..,..,3.6,..,..,..
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,26,..,..,23.22,..,27.13,..,..,11.55,..,..,34.4,..,..,..
"Lampung Selatan, Kab.",IDN_Lampung_Selatan_Kab_18135,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,0.29,..,..,0.27,..,0.27,..,..,..,..,..,..,..,..,..
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Human Development Index,IDX.HDI,..,..,..,..,68.17233,68.8476,69.08566,69.39565,69.9258,..,..,71.29,..,72.3,..
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Morbidity Rate (in %),SH.MORB.ZS,35.19536,20.08973,19.10358,21.93376,39.99247,33.71559,31.28568,36.8285,37.54866,46.55994,38.79727,41.45948,47.9675263166428,46.4361518621445,..
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,93.84,95.57,95.68,94.75,94.39,92.46,91.92,92.44,92.27,94.15,96.88,94.71,93.05,98.014008,98.12
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,52.99,60.77,64.48,67.58,56.92,68.71,63.49,68.27,72.55,73.1,69.53,65.1,78.28,77.784454,80.48
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,25.22,25.24,28.81,33.84,29.49,33.6,35.41,30.2,34.05,33.96,32.71,45.59,48.73,54.883266,58.27
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Number of hospitals,SH.HOSP.TOTL,4,..,..,6,..,5,..,..,..,..,..,6,..,..,..
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Number of Doctors,SH.DR.TOTL,..,..,..,75,..,70,..,..,28,..,..,87,..,..,..
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,399,..,332,..,..,428,..,..,546,..,..,..
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,132,..,..,139,..,143,..,..,..,..,..,149,..,..,..
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,156,..,..,133,..,77,..,..,65,..,..,18,..,..,..
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Number of schools at junior secondary level,SE.SCHL.JRSEC,219,..,..,208,..,217,..,..,57,..,..,254,..,..,..
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Number of schools at primary level,SE.SCHL.PRM,812,..,..,756,..,804,..,..,343,..,..,781,..,..,..
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,80,..,..,72,..,106,..,..,7,..,..,134,..,..,..
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Poverty Line (in IDR),SI.POV.NAPL,..,..,..,..,..,129661,150698,163694,172667,212964,239228,271262,291445,313940,326613
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,19.97,18.68,18.97,19.63,22.09,22.06,19.89,18.67,16.88,15.76,14.96,13.37,13.13
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Poverty Gap (index),SI.POV.NGAP,..,..,3.19,2.83,2.81,3.94,3.72,3.61,3.81,3.18,2.46,2.77,2.52,2.14,1.85
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Total Population (in number of people),SP.POP.TOTL,2034061,1058055,1064330,1073412,1114513,1126951,1142480,1160221,1177967,1195623,1170717,1188316,1201689,1214720,..
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,49.3,..,..,40.49,..,36.81,..,..,42.52,..,..,35.17915,..,..,..
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,22.89,..,..,29.23,..,28.47,..,..,18.94,..,..,17.26384,..,..,..
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,27.82,..,..,29.93,..,34.38,..,..,38.54,..,..,47.557,..,..,..
"Lampung Tengah, Kab.",IDN_Lampung_Tengah_Kab_18136,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,..,..,..,0.35,..,..,..,..,..,..,..,..,..,..,..
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Human Development Index,IDX.HDI,..,..,..,..,67.57749,67.85157,68.63808,69.23289,69.67996,..,..,71.26,..,72.14,..
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Morbidity Rate (in %),SH.MORB.ZS,11.91732,33.37616,27.63793,27.16896,34.82437,30.90367,33.42323,41.56686,44.71748,41.54398,26.44405,31.88301,29.8562228679657,32.2896659374237,..
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,95.54,95.79,95.13,90.19,88.78,91.55,95.44,92.12,93.82,94.68,94.89,89.98,93.2,98.380852,98.81
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,65.29,66.96,66.59,70.12,69.15,70.96,73.79,71.56,71.59,70.86,72.81,75.42,65.46,69.719017,72
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,29.29,31.68,30.07,39.4,39.75,48.75,43.26,46.42,47.18,47.27,46.09,47.59,42.84,51.073872,54.28
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Number of hospitals,SH.HOSP.TOTL,..,..,..,1,..,3,..,..,..,..,..,2,..,..,..
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Number of Doctors,SH.DR.TOTL,..,..,..,65,..,57,..,..,29,..,..,50,..,..,..
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,346,..,319,..,..,413,..,..,507,..,..,..
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,123,..,..,117,..,131,..,..,..,..,..,121,..,..,..
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,141,..,..,80,..,69,..,..,43,..,..,1,..,..,..
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Number of schools at junior secondary level,SE.SCHL.JRSEC,189,..,..,199,..,202,..,..,92,..,..,222,..,..,..
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Number of schools at primary level,SE.SCHL.PRM,669,..,..,651,..,668,..,..,367,..,..,657,..,..,..
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,71,..,..,71,..,93,..,..,30,..,..,111,..,..,..
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Poverty Line (in IDR),SI.POV.NAPL,..,..,..,..,..,133095,162096,180012,201239,202700,227698,257284,273574,291405,301339
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,34.33,29.18,28.31,26.2,27.84,27.21,23.35,20.86,21.06,19.66,18.59,17.38,17.05
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Poverty Gap (index),SI.POV.NGAP,..,..,6.28,6.95,5.98,4.37,5.97,4.81,5.76,3.26,3.41,3.3,3.19,2.49,2.87
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Total Population (in number of people),SP.POP.TOTL,..,871800,879863,885080,911054,918925,926177,936734,947193,957479,951639,966313,977537,988277,..
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,45.26,..,..,40,..,51.04,..,..,29.18,..,..,35.01945,..,..,..
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,33.19,..,..,29.36,..,21.99,..,..,17.12,..,..,4.669261,..,..,..
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,21.55,..,..,30.64,..,26.97,..,..,53.31,..,..,60.31128,..,..,..
"Lampung Timur, Kab.",IDN_Lampung_Timur_Kab_73772,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,..,..,..,..,..,..,..,..,0.39,..,..,..,..,..,..
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Human Development Index,IDX.HDI,..,..,..,..,67.58245,68.02154,68.48575,68.96775,69.40427,..,..,70.81,..,71.7,..
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Morbidity Rate (in %),SH.MORB.ZS,..,26.61247,21.87353,21.83702,24.33088,26.74146,30.02675,25.38234,33.86821,34.47372,31.99264,29.47489,30.2123665809631,30.2938431501389,..
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,..,94.95,91.63,91.5,93.97,93.65,94.69,96.56,97.41,97.8,96.95,91.57,91.41,98.889847,99.33
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,..,63.51,67.02,66.76,67.84,65.67,70.95,68.95,74.17,77.93,70.43,67.59,71,77.470779,80.54
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,..,42.85,34.66,44.56,42.26,39.44,42.77,42.95,40.18,42.08,46.99,45.82,46.88,55.404472,58.39
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Number of hospitals,SH.HOSP.TOTL,2,..,..,2,..,2,..,..,..,..,..,2,..,..,..
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Number of Doctors,SH.DR.TOTL,..,..,..,66,..,51,..,..,39,..,..,56,..,..,..
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,313,..,250,..,..,276,..,..,313,..,..,..
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,109,..,..,100,..,109,..,..,..,..,..,97,..,..,..
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,112,..,..,75,..,84,..,..,58,..,..,..,..,..,..
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Number of schools at junior secondary level,SE.SCHL.JRSEC,117,..,..,97,..,99,..,..,112,..,..,141,..,..,..
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Number of schools at primary level,SE.SCHL.PRM,495,..,..,444,..,460,..,..,385,..,..,466,..,..,..
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,55,..,..,40,..,71,..,..,70,..,..,79,..,..,..
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Poverty Line (in IDR),SI.POV.NAPL,..,..,..,..,..,131415,152070,164829,197195,215244,241789,274291,296178,322835,338032
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,29.68,33.71,33.81,31.4,32.5,32.16,31.24,28.96,28.19,26.33,25.17,23.67,23.32
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Poverty Gap (index),SI.POV.NGAP,..,..,5.96,5.43,5.06,8.03,6.85,5.49,6.49,4.99,5.42,5.94,4.56,3.3,3.71
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Total Population (in number of people),SP.POP.TOTL,888545,534848,543020,549059,560108,563895,557378,562314,567164,571883,584277,590596,594881,598924,..
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Villages with road: Asphalt (in % of total villages),ROD.VILG.ASPH.ZS,38.54,..,..,57.34,..,45.02,..,..,57.49,..,..,61.94332,..,..,..
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Villages with road: Dirt (in % of total villages),ROD.VILG.DIRT.ZS,22.44,..,..,5.05,..,9.09,..,..,7.29,..,..,4.048583,..,..,..
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Villages with road: Gravel (in % of total villages),ROD.VILG.GRAVL.ZS,37.56,..,..,37.61,..,45.45,..,..,35.22,..,..,34.0081,..,..,..
"Lampung Utara, Kab.",IDN_Lampung_Utara_Kab_18137,Villages with road: Other (in % of total villages),ROD.VILG.OTHR.ZS,1.46,..,..,..,..,0.43,..,..,..,..,..,..,..,..,..
"Lampung, Prop.",IDN_Lampung_Prop_ID.LA_1526_IDN014,Human Development Index,IDX.HDI,..,..,65.8,..,68.4,68.85,69.38,69.78,70.3,70.93,71.42,71.94,72.45,72.87,..
"Lampung, Prop.",IDN_Lampung_Prop_ID.LA_1526_IDN014,Morbidity Rate (in %),SH.MORB.ZS,25.682,23.59,23.633,22.011,29.551,30.928,30.753,35.98,36.493,37.554,34.65196,30.58574,31.6708087921143,28.6475300788879,..
"Lampung, Prop.",IDN_Lampung_Prop_ID.LA_1526_IDN014,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,93.2,94.05,93.08,92.06,92.73,91.6,93.94,94.04,94.28,94.8,95.2,91.47,93.48,97.370926,97.98
"Lampung, Prop.",IDN_Lampung_Prop_ID.LA_1526_IDN014,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,59.26,60.57,62.82,63.24,63.65,62.54,66.65,68.3,68.8,69.17,69.61,66.56,71.64,74.625053,77.98
"Lampung, Prop.",IDN_Lampung_Prop_ID.LA_1526_IDN014,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,31.33,34.17,30.96,35.81,35.66,37.82,39.87,40.59,40.95,41.44,41.98,45.06,45.56,53.381199,57.65
"Lampung, Prop.",IDN_Lampung_Prop_ID.LA_1526_IDN014,Number of hospitals,SH.HOSP.TOTL,20,..,..,31,..,37,..,..,..,..,..,43,..,..,..
"Lampung, Prop.",IDN_Lampung_Prop_ID.LA_1526_IDN014,Number of Doctors,SH.DR.TOTL,..,..,..,654,..,710,..,..,586,..,..,797,..,..,..
"Lampung, Prop.",IDN_Lampung_Prop_ID.LA_1526_IDN014,Number of Midwives,SH.MED.MWIV.TOTL,..,..,..,2655,..,2302,..,..,6927,..,..,3892,..,..,..
"Lampung, Prop.",IDN_Lampung_Prop_ID.LA_1526_IDN014,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,1025,..,..,971,..,1020,..,..,..,..,..,1038,..,..,..
"Lampung, Prop.",IDN_Lampung_Prop_ID.LA_1526_IDN014,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,1113,..,..,777,..,648,..,..,410,..,..,101,..,..,..
"Lampung, Prop.",IDN_Lampung_Prop_ID.LA_1526_IDN014,Number of schools at junior secondary level,SE.SCHL.JRSEC,1402,..,..,1342,..,1407,..,..,802,..,..,1789,..,..,..
"Lampung, Prop.",IDN_Lampung_Prop_ID.LA_1526_IDN014,Number of schools at primary level,SE.SCHL.PRM,5284,..,..,4996,..,5191,..,..,3012,..,..,5233,..,..,..
"Lampung, Prop.",IDN_Lampung_Prop_ID.LA_1526_IDN014,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,616,..,..,486,..,728,..,..,349,..,..,943,..,..,..
"Lampung, Prop.",IDN_Lampung_Prop_ID.LA_1526_IDN014,Poverty Line (in IDR),SI.POV.NAPL,..,..,..,..,117135,125319,144934,157052,186290,212755,202414,248645,263088,295395,318821.97
"Lampung, Prop.",IDN_Lampung_Prop_ID.LA_1526_IDN014,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,..,24.06,22.52,22.22,21.42,22.77,22.19,20.98,20.22,18.94,16.93,16.18,14.39,14.21
"Lampung, Prop.",IDN_Lampung_Prop_ID.LA_1526_IDN014,Poverty Gap (index),SI.POV.NGAP,..,..,4.24,4.26,4.12,4.1,4.62,3.94,4.43,3.45,2.98,2.77,2.26,2.23,2.3
"Lampung, Prop.",IDN_Lampung_Prop_ID.LA_1526_IDN014,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,23265292,25729794,29062696,32361228,36015536,40906788,49118988,60921968,73719256,87842784,107277256,..,..,..,..
